FL_DATE,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,ORIGIN_INDEX,DEST_INDEX,O_TEMP,O_PRCP,O_WSPD,D_TEMP,D_PRCP,D_WSPD,O_LATITUDE,O_LONGITUDE,D_LATITUDE,D_LONGITUDE
2024-01-18 00:00:00,YX,3461.0,PIT,ORD,2024-01-18 08:55:00,2024-01-18 08:49:00,-6.0,9.0,2024-01-18 08:58:00,2024-01-18 09:14:00,21.0,2024-01-18 09:48:00,2024-01-18 09:35:00,-13.0,113.0,106.0,76.0,1.0,1,18,4,243,228,-5.6,0.0,9.4,-7.2,0.0,7.6,40.49147,-80.23287,41.9796,-87.90446
2024-08-31 00:00:00,OH,5543.0,CLT,IAD,2024-08-31 11:07:00,2024-08-31 11:30:00,23.0,20.0,2024-08-31 11:50:00,2024-08-31 12:47:00,4.0,2024-08-31 12:37:00,2024-08-31 12:51:00,14.0,90.0,81.0,57.0,1.0,8,31,6,66,149,21.1,0.0,0.0,22.2,0.0,11.2,35.21401,-80.94313,38.94453,-77.45581
2024-10-17 00:00:00,UA,1701.0,LAX,BWI,2024-10-17 08:45:00,2024-10-17 08:40:00,-5.0,22.0,2024-10-17 09:02:00,2024-10-17 16:45:00,8.0,2024-10-17 16:51:00,2024-10-17 16:53:00,2.0,306.0,313.0,283.0,1.0,10,17,4,176,51,17.8,0.0,0.0,13.3,0.0,13.0,33.94254,-118.40807,39.1754,-76.6682
2024-06-16 00:00:00,DL,418.0,DTW,LAX,2024-06-16 06:05:00,2024-06-16 05:56:00,-9.0,14.0,2024-06-16 06:10:00,2024-06-16 07:25:00,13.0,2024-06-16 07:55:00,2024-06-16 07:38:00,-17.0,290.0,282.0,255.0,1.0,6,16,7,93,176,15.0,0.0,7.6,17.8,0.0,0.0,42.21206,-83.34884,33.94254,-118.40807
2024-11-21 00:00:00,DL,951.0,LAX,JFK,2024-11-21 10:55:00,2024-11-21 10:49:00,-6.0,24.0,2024-11-21 11:13:00,2024-11-21 19:11:00,17.0,2024-11-21 19:29:00,2024-11-21 19:28:00,-1.0,334.0,339.0,298.0,1.0,11,21,4,176,166,10.0,0.0,5.4,10.0,0.5,18.4,33.94254,-118.40807,40.63975,-73.77893
2024-04-10 00:00:00,AS,1157.0,SAN,SEA,2024-04-10 11:50:00,2024-04-10 13:29:00,99.0,15.0,2024-04-10 13:44:00,2024-04-10 16:10:00,8.0,2024-04-10 14:55:00,2024-04-10 16:18:00,83.0,185.0,169.0,146.0,1.0,4,10,3,268,277,11.1,0.0,0.0,7.8,0.0,5.4,32.73356,-117.18966,47.44898,-122.30931
2024-11-30 00:00:00,YX,3630.0,ORD,CHA,2024-11-30 18:15:00,2024-11-30 18:06:00,-9.0,28.0,2024-11-30 18:34:00,2024-11-30 20:42:00,4.0,2024-11-30 21:01:00,2024-11-30 20:46:00,-15.0,106.0,100.0,68.0,1.0,11,30,6,228,58,-6.1,0.0,22.3,8.3,0.0,0.0,41.9796,-87.90446,35.03527,-85.20379
2024-05-15 00:00:00,AA,2439.0,SLC,DFW,2024-05-15 14:00:00,2024-05-15 13:59:00,-1.0,12.0,2024-05-15 14:11:00,2024-05-15 17:20:00,9.0,2024-05-15 17:48:00,2024-05-15 17:29:00,-19.0,168.0,150.0,129.0,1.0,5,15,3,286,86,16.7,0.0,5.4,31.1,0.0,24.1,40.78839,-111.97777,32.89595,-97.0372
2024-01-30 00:00:00,DL,2501.0,ATL,MEM,2024-01-30 22:29:00,2024-01-30 22:23:00,-6.0,12.0,2024-01-30 22:35:00,2024-01-30 22:36:00,4.0,2024-01-30 22:55:00,2024-01-30 22:40:00,-15.0,86.0,77.0,61.0,1.0,1,30,2,20,197,15.6,0.0,9.4,13.3,0.0,7.6,33.64044,-84.42694,35.04242,-89.97667
2024-08-11 00:00:00,AA,2392.0,BDL,CLT,2024-08-11 10:02:00,2024-08-11 10:19:00,17.0,11.0,2024-08-11 10:30:00,2024-08-11 12:14:00,6.0,2024-08-11 12:09:00,2024-08-11 12:20:00,11.0,127.0,121.0,104.0,1.0,8,11,7,26,66,17.8,0.0,0.0,25.6,0.0,13.0,41.93887,-72.68323,35.21401,-80.94313
2024-07-10 00:00:00,DL,2982.0,DEN,MSP,2024-07-10 09:14:00,2024-07-10 09:06:00,-8.0,10.0,2024-07-10 09:16:00,2024-07-10 11:46:00,7.0,2024-07-10 12:12:00,2024-07-10 11:53:00,-19.0,118.0,107.0,90.0,1.0,7,10,3,85,216,16.1,0.0,13.0,20.6,0.0,5.4,39.85841,-104.667,44.88055,-93.21692
2024-07-02 00:00:00,WN,3441.0,PHX,OAK,2024-07-02 20:25:00,2024-07-02 20:56:00,31.0,14.0,2024-07-02 21:10:00,2024-07-02 22:40:00,4.0,2024-07-02 22:20:00,2024-07-02 22:44:00,24.0,115.0,108.0,90.0,1.0,7,2,2,239,222,43.3,0.0,20.5,30.6,0.0,16.6,33.43417,-112.00806,37.72129,-122.22072
2024-07-22 00:00:00,AS,672.0,SAN,SFO,2024-07-22 13:00:00,2024-07-22 13:05:00,5.0,30.0,2024-07-22 13:35:00,2024-07-22 14:38:00,7.0,2024-07-22 14:40:00,2024-07-22 14:45:00,5.0,100.0,100.0,63.0,1.0,7,22,1,268,278,21.1,0.0,0.0,16.7,0.0,7.6,32.73356,-117.18966,37.619,-122.37484
2024-12-05 00:00:00,YX,5841.0,CMH,LGA,2024-12-05 18:38:00,2024-12-05 19:57:00,79.0,26.0,2024-12-05 20:23:00,2024-12-05 21:45:00,7.0,2024-12-05 20:31:00,2024-12-05 21:52:00,81.0,113.0,115.0,82.0,1.0,12,5,4,67,182,-3.3,0.0,27.7,2.0,0.0,20.9,39.99799,-82.89188,40.77724,-73.87261
2024-10-18 00:00:00,AA,2305.0,JFK,SFO,2024-10-18 17:00:00,2024-10-18 16:52:00,-8.0,25.0,2024-10-18 17:17:00,2024-10-18 19:53:00,16.0,2024-10-18 20:27:00,2024-10-18 20:09:00,-18.0,387.0,377.0,336.0,1.0,10,18,5,166,278,18.9,0.0,22.3,21.1,0.0,18.4,40.63975,-73.77893,37.619,-122.37484
2024-11-22 00:00:00,DL,1348.0,RIC,ATL,2024-11-22 19:43:00,2024-11-22 20:46:00,63.0,17.0,2024-11-22 21:03:00,2024-11-22 22:08:00,8.0,2024-11-22 21:44:00,2024-11-22 22:16:00,32.0,121.0,90.0,65.0,1.0,11,22,5,259,20,9.4,0.0,22.3,8.9,0.0,11.2,37.50517,-77.31967,33.64044,-84.42694
2024-07-14 00:00:00,AS,597.0,ORD,SFO,2024-07-14 18:20:00,2024-07-14 18:34:00,14.0,36.0,2024-07-14 19:10:00,2024-07-14 21:03:00,8.0,2024-07-14 21:00:00,2024-07-14 21:11:00,11.0,280.0,277.0,233.0,1.0,7,14,7,228,278,30.6,0.0,18.4,19.4,0.0,27.7,41.9796,-87.90446,37.619,-122.37484
2024-04-28 00:00:00,WN,1626.0,MSY,DAL,2024-04-28 20:20:00,2024-04-28 20:45:00,25.0,11.0,2024-04-28 20:56:00,2024-04-28 22:35:00,4.0,2024-04-28 21:50:00,2024-04-28 22:39:00,49.0,90.0,114.0,99.0,1.0,4,28,7,217,81,27.2,0.0,24.1,23.9,0.0,16.6,29.99339,-90.25803,32.84711,-96.85177
2024-05-20 00:00:00,AS,359.0,TPA,SEA,2024-05-20 07:47:00,2024-05-20 07:46:00,-1.0,19.0,2024-05-20 08:05:00,2024-05-20 10:35:00,11.0,2024-05-20 10:40:00,2024-05-20 10:46:00,6.0,353.0,360.0,330.0,1.0,5,20,1,303,277,26.1,0.0,11.2,7.8,0.0,7.6,27.97547,-82.53325,47.44898,-122.30931
2024-04-05 00:00:00,WN,1438.0,LAS,MCI,2024-04-05 20:30:00,2024-04-05 20:36:00,6.0,11.0,2024-04-05 20:47:00,2024-04-05 00:56:00,4.0,2024-04-05 01:05:00,2024-04-05 01:00:00,-5.0,155.0,144.0,129.0,1.0,4,5,5,174,192,12.8,0.0,24.1,8.9,0.0,9.4,36.08036,-115.15233,39.29761,-94.71391
2024-11-01 00:00:00,AA,612.0,AUS,DFW,2024-11-01 06:00:00,2024-11-01 05:56:00,-4.0,12.0,2024-11-01 06:08:00,2024-11-01 06:43:00,36.0,2024-11-01 07:12:00,2024-11-01 07:19:00,7.0,72.0,83.0,35.0,1.0,11,1,5,22,86,21.1,0.0,16.6,16.1,0.0,9.4,30.19453,-97.66987,32.89595,-97.0372
2024-10-06 00:00:00,OO,3862.0,GTF,SLC,2024-10-06 05:45:00,2024-10-06 05:40:00,-5.0,11.0,2024-10-06 05:51:00,2024-10-06 06:56:00,9.0,2024-10-06 07:18:00,2024-10-06 07:05:00,-13.0,93.0,85.0,65.0,1.0,10,6,7,134,286,6.7,0.0,5.4,16.1,0.0,0.0,47.482,-111.37069,40.78839,-111.97777
2024-10-22 00:00:00,OH,5486.0,CLT,CAE,2024-10-22 18:14:00,2024-10-22 18:24:00,10.0,30.0,2024-10-22 18:54:00,2024-10-22 19:19:00,3.0,2024-10-22 19:17:00,2024-10-22 19:22:00,5.0,63.0,58.0,25.0,1.0,10,22,2,66,53,24.4,0.0,5.4,27.2,0.0,5.4,35.21401,-80.94313,33.93884,-81.11954
2024-08-12 00:00:00,DL,1150.0,ATL,MCO,2024-08-12 15:15:00,2024-08-12 15:11:00,-4.0,17.0,2024-08-12 15:28:00,2024-08-12 16:50:00,23.0,2024-08-12 16:52:00,2024-08-12 17:13:00,21.0,97.0,122.0,82.0,1.0,8,12,1,20,193,29.4,0.0,0.0,33.3,0.0,13.0,33.64044,-84.42694,28.42889,-81.31603
2024-10-23 00:00:00,WN,40.0,DAL,IND,2024-10-23 17:50:00,2024-10-23 18:08:00,18.0,11.0,2024-10-23 18:19:00,2024-10-23 21:00:00,5.0,2024-10-23 20:55:00,2024-10-23 21:05:00,10.0,125.0,117.0,101.0,1.0,10,23,3,81,157,31.7,0.0,9.4,18.9,0.0,20.5,32.84711,-96.85177,39.71733,-86.29438
2024-04-25 00:00:00,AA,644.0,SDF,CLT,2024-04-25 06:50:00,2024-04-25 06:44:00,-6.0,35.0,2024-04-25 07:19:00,2024-04-25 08:17:00,9.0,2024-04-25 08:16:00,2024-04-25 08:26:00,10.0,86.0,102.0,58.0,1.0,4,25,4,276,66,6.7,0.0,7.6,10.6,0.0,5.4,38.17439,-85.736,35.21401,-80.94313
2024-01-12 00:00:00,AA,878.0,PHX,PHL,2024-01-12 08:22:00,2024-01-12 08:15:00,-7.0,17.0,2024-01-12 08:32:00,2024-01-12 14:23:00,6.0,2024-01-12 14:46:00,2024-01-12 14:29:00,-17.0,264.0,254.0,231.0,1.0,1,12,5,239,238,5.0,0.0,0.0,7.8,0.0,11.2,33.43417,-112.00806,39.87195,-75.24114
2024-04-24 00:00:00,OO,4050.0,MSP,RST,2024-04-24 16:51:00,2024-04-24 16:52:00,1.0,23.0,2024-04-24 17:15:00,2024-04-24 17:31:00,2.0,2024-04-24 17:37:00,2024-04-24 17:33:00,-4.0,46.0,41.0,16.0,1.0,4,24,3,216,265,9.4,0.0,13.0,11.1,0.0,13.0,44.88055,-93.21692,43.90883,-92.49799
2024-10-28 00:00:00,AA,284.0,HNL,LAX,2024-10-28 15:35:00,2024-10-28 15:35:00,0.0,17.0,2024-10-28 15:52:00,2024-10-28 23:58:00,7.0,2024-10-28 00:14:00,2024-10-28 00:05:00,-9.0,339.0,330.0,306.0,1.0,10,28,1,141,176,25.0,0.0,13.0,20.0,0.0,14.8,21.31869,-157.92241,33.94254,-118.40807
2024-11-27 00:00:00,DL,1306.0,MSN,DTW,2024-11-27 18:16:00,2024-11-27 18:01:00,-15.0,12.0,2024-11-27 18:13:00,2024-11-27 20:01:00,11.0,2024-11-27 20:37:00,2024-11-27 20:12:00,-25.0,81.0,71.0,48.0,1.0,11,27,3,214,93,2.5,0.0,11.2,5.6,0.0,11.2,43.13986,-89.33751,42.21206,-83.34884
2024-04-16 00:00:00,UA,709.0,DEN,SBP,2024-04-16 19:45:00,2024-04-16 19:36:00,-9.0,12.0,2024-04-16 19:48:00,2024-04-16 20:54:00,6.0,2024-04-16 21:28:00,2024-04-16 21:00:00,-28.0,163.0,144.0,126.0,1.0,4,16,2,85,273,17.8,0.0,35.3,21.1,0.0,29.5,39.85841,-104.667,35.23706,-120.64239
2024-07-05 00:00:00,WN,2580.0,PIT,BWI,2024-07-05 05:40:00,2024-07-05 05:35:00,-5.0,12.0,2024-07-05 05:47:00,2024-07-05 06:28:00,7.0,2024-07-05 06:45:00,2024-07-05 06:35:00,-10.0,65.0,60.0,41.0,1.0,7,5,5,243,51,23.9,0.0,7.6,25.0,0.0,7.6,40.49147,-80.23287,39.1754,-76.6682
2024-02-04 00:00:00,AA,2597.0,DFW,BUR,2024-02-04 18:56:00,2024-02-04 05:50:00,654.0,18.0,2024-02-04 06:08:00,2024-02-04 07:36:00,2.0,2024-02-04 20:24:00,2024-02-04 07:38:00,674.0,208.0,228.0,208.0,1.0,2,4,7,86,50,15.0,0.0,16.6,13.9,1.3,25.9,32.89595,-97.0372,34.20062,-118.3585
2024-08-27 00:00:00,AA,1777.0,MCO,MIA,2024-08-27 20:20:00,2024-08-27 20:27:00,7.0,29.0,2024-08-27 20:56:00,2024-08-27 21:35:00,12.0,2024-08-27 21:33:00,2024-08-27 21:47:00,14.0,73.0,80.0,39.0,1.0,8,27,2,193,203,30.0,0.0,18.4,31.1,0.0,16.6,28.42889,-81.31603,25.79325,-80.29056
2024-02-05 00:00:00,UA,1252.0,DEN,LAS,2024-02-05 14:00:00,2024-02-05 14:37:00,37.0,38.0,2024-02-05 15:15:00,2024-02-05 15:56:00,7.0,2024-02-05 15:03:00,2024-02-05 16:03:00,60.0,123.0,146.0,101.0,1.0,2,5,1,85,174,-2.8,0.0,16.6,8.3,0.5,7.6,39.85841,-104.667,36.08036,-115.15233
2024-02-23 00:00:00,AA,2319.0,CLT,PIT,2024-02-23 11:51:00,2024-02-23 11:59:00,8.0,21.0,2024-02-23 12:20:00,2024-02-23 13:14:00,3.0,2024-02-23 13:19:00,2024-02-23 13:17:00,-2.0,88.0,78.0,54.0,1.0,2,23,5,66,243,11.1,1.5,7.6,7.8,0.0,5.4,35.21401,-80.94313,40.49147,-80.23287
2024-10-01 00:00:00,OO,6383.0,PHX,PSP,2024-10-01 10:38:00,2024-10-01 10:28:00,-10.0,25.0,2024-10-01 10:53:00,2024-10-01 11:36:00,6.0,2024-10-01 12:01:00,2024-10-01 11:42:00,-19.0,83.0,74.0,43.0,1.0,10,1,2,239,250,30.0,0.0,0.0,28.9,0.0,13.0,33.43417,-112.00806,33.82922,-116.50625
2024-12-30 00:00:00,AA,2309.0,PIT,DFW,2024-12-30 11:37:00,2024-12-30 11:33:00,-4.0,11.0,2024-12-30 11:44:00,2024-12-30 13:25:00,13.0,2024-12-30 13:59:00,2024-12-30 13:38:00,-21.0,202.0,185.0,161.0,1.0,12,30,1,243,86,5.6,0.3,14.8,12.2,0.0,20.5,40.49147,-80.23287,32.89595,-97.0372
2024-06-17 00:00:00,WN,284.0,ABQ,DAL,2024-06-17 05:30:00,2024-06-17 05:33:00,3.0,9.0,2024-06-17 05:42:00,2024-06-17 08:02:00,6.0,2024-06-17 08:15:00,2024-06-17 08:08:00,-7.0,105.0,95.0,80.0,1.0,6,17,1,2,81,27.8,0.0,18.4,27.2,0.0,20.5,35.04022,-106.60919,32.84711,-96.85177
2024-01-04 00:00:00,WN,1768.0,MDW,DAL,2024-01-04 19:40:00,2024-01-04 21:12:00,92.0,12.0,2024-01-04 21:24:00,2024-01-04 23:24:00,4.0,2024-01-04 22:05:00,2024-01-04 23:28:00,83.0,145.0,136.0,120.0,1.0,1,4,4,195,81,3.3,0.0,0.0,13.9,0.0,22.3,41.78598,-87.75242,32.84711,-96.85177
2024-04-11 00:00:00,DL,1440.0,GEG,SLC,2024-04-11 05:15:00,2024-04-11 05:14:00,-1.0,12.0,2024-04-11 05:26:00,2024-04-11 07:35:00,5.0,2024-04-11 08:00:00,2024-04-11 07:40:00,-20.0,105.0,86.0,69.0,1.0,4,11,4,121,286,8.3,0.0,5.4,6.7,0.0,13.0,47.61986,-117.53384,40.78839,-111.97777
2024-07-02 00:00:00,UA,616.0,DEN,CLT,2024-07-02 17:40:00,2024-07-02 17:46:00,6.0,16.0,2024-07-02 18:02:00,2024-07-02 22:50:00,13.0,2024-07-02 23:02:00,2024-07-02 23:03:00,1.0,202.0,197.0,168.0,1.0,7,2,2,85,66,27.2,0.0,13.0,28.3,0.0,7.6,39.85841,-104.667,35.21401,-80.94313
2024-07-12 00:00:00,B6,231.0,BOS,LGA,2024-07-12 15:35:00,2024-07-12 15:40:00,5.0,22.0,2024-07-12 16:02:00,2024-07-12 16:47:00,5.0,2024-07-12 16:55:00,2024-07-12 16:52:00,-3.0,80.0,72.0,45.0,1.0,7,12,5,39,182,29.4,0.0,25.9,26.7,0.0,0.0,42.36435,-71.00518,40.77724,-73.87261
2024-06-09 00:00:00,WN,2105.0,LAS,MCI,2024-06-09 10:45:00,2024-06-09 10:58:00,13.0,15.0,2024-06-09 11:13:00,2024-06-09 15:35:00,19.0,2024-06-09 15:30:00,2024-06-09 15:54:00,24.0,165.0,176.0,142.0,1.0,6,9,7,174,192,29.4,0.0,14.8,24.4,0.0,11.2,36.08036,-115.15233,39.29761,-94.71391
2024-10-03 00:00:00,DL,2084.0,MSP,SJC,2024-10-03 10:05:00,2024-10-03 09:58:00,-7.0,13.0,2024-10-03 10:11:00,2024-10-03 11:41:00,8.0,2024-10-03 12:06:00,2024-10-03 11:49:00,-17.0,241.0,231.0,210.0,1.0,10,3,4,216,283,11.7,0.0,0.0,20.6,0.0,5.4,44.88055,-93.21692,37.36186,-121.92901
2024-01-09 00:00:00,MQ,3935.0,DFW,MEM,2024-01-09 10:58:00,2024-01-09 11:54:00,56.0,54.0,2024-01-09 12:48:00,2024-01-09 14:04:00,8.0,2024-01-09 12:36:00,2024-01-09 14:12:00,96.0,98.0,138.0,76.0,1.0,1,9,2,86,197,1.7,0.0,31.7,5.6,0.1,22.3,32.89595,-97.0372,35.04242,-89.97667
2024-11-30 00:00:00,OO,5654.0,SFO,BFL,2024-11-30 21:20:00,2024-11-30 21:11:00,-9.0,18.0,2024-11-30 21:29:00,2024-11-30 22:18:00,5.0,2024-11-30 22:25:00,2024-11-30 22:23:00,-2.0,65.0,72.0,49.0,1.0,11,30,6,278,28,15.0,0.0,7.6,11.1,0.0,0.0,37.619,-122.37484,35.4336,-119.05677
2024-02-21 00:00:00,UA,1769.0,SFO,MCO,2024-02-21 22:55:00,2024-02-21 23:08:00,13.0,18.0,2024-02-21 23:26:00,2024-02-21 06:36:00,7.0,2024-02-21 07:12:00,2024-02-21 06:43:00,-29.0,317.0,275.0,250.0,1.0,2,21,3,278,193,15.0,0.0,14.8,9.4,0.0,5.4,37.619,-122.37484,28.42889,-81.31603
2024-12-17 00:00:00,WN,2777.0,PHX,SAN,2024-12-17 13:50:00,2024-12-17 14:14:00,24.0,10.0,2024-12-17 14:24:00,2024-12-17 14:21:00,3.0,2024-12-17 14:05:00,2024-12-17 14:24:00,19.0,75.0,70.0,57.0,1.0,12,17,2,239,268,7.2,0.0,5.4,8.9,0.0,0.0,33.43417,-112.00806,32.73356,-117.18966
2024-01-31 00:00:00,OO,3344.0,LAS,PDX,2024-01-31 19:52:00,2024-01-31 19:49:00,-3.0,12.0,2024-01-31 20:01:00,2024-01-31 21:44:00,4.0,2024-01-31 22:21:00,2024-01-31 21:48:00,-33.0,149.0,119.0,103.0,1.0,1,31,3,174,236,17.8,0.0,5.4,10.0,0.3,7.6,36.08036,-115.15233,45.58872,-122.5975
2024-04-12 00:00:00,F9,1162.0,DEN,HOU,2024-04-12 11:29:00,2024-04-12 11:24:00,-5.0,16.0,2024-04-12 11:40:00,2024-04-12 14:31:00,39.0,2024-04-12 15:02:00,2024-04-12 15:10:00,8.0,153.0,166.0,111.0,1.0,4,12,5,85,143,6.1,0.0,20.5,23.9,0.0,14.8,39.85841,-104.667,29.64542,-95.27889
2024-02-13 00:00:00,DL,2079.0,TPA,LGA,2024-02-13 11:20:00,2024-02-13 11:26:00,6.0,11.0,2024-02-13 11:37:00,2024-02-13 13:47:00,5.0,2024-02-13 14:00:00,2024-02-13 13:52:00,-8.0,160.0,146.0,130.0,1.0,2,13,2,303,182,17.2,0.0,22.3,1.0,4.7,17.0,27.97547,-82.53325,40.77724,-73.87261
2024-09-15 00:00:00,UA,1831.0,IAD,SAN,2024-09-15 18:00:00,2024-09-15 18:00:00,0.0,25.0,2024-09-15 18:25:00,2024-09-15 20:10:00,4.0,2024-09-15 20:09:00,2024-09-15 20:14:00,5.0,309.0,314.0,285.0,1.0,9,15,7,149,268,27.2,0.0,22.3,21.1,0.0,18.4,38.94453,-77.45581,32.73356,-117.18966
2024-06-21 00:00:00,AA,813.0,EWR,DFW,2024-06-21 16:59:00,2024-06-21 16:55:00,-4.0,24.0,2024-06-21 17:19:00,2024-06-21 19:07:00,18.0,2024-06-21 19:54:00,2024-06-21 19:25:00,-29.0,235.0,210.0,168.0,1.0,6,21,5,106,86,35.0,0.0,9.4,33.3,0.0,18.4,40.6925,-74.16866,32.89595,-97.0372
2024-11-26 00:00:00,WN,2177.0,PIT,STL,2024-11-26 10:55:00,2024-11-26 10:48:00,-7.0,9.0,2024-11-26 10:57:00,2024-11-26 11:21:00,4.0,2024-11-26 11:45:00,2024-11-26 11:25:00,-20.0,110.0,97.0,84.0,1.0,11,26,2,243,294,10.0,0.3,29.5,-1.7,0.0,7.6,40.49147,-80.23287,38.74769,-90.35999
2024-11-08 00:00:00,OH,5677.0,CLT,OAJ,2024-11-08 20:45:00,2024-11-08 20:39:00,-6.0,24.0,2024-11-08 21:03:00,2024-11-08 21:36:00,5.0,2024-11-08 21:54:00,2024-11-08 21:41:00,-13.0,69.0,62.0,33.0,1.0,11,8,5,66,221,26.7,0.0,0.0,21.7,0.0,0.0,35.21401,-80.94313,34.82916,-77.61214
2024-11-27 00:00:00,B6,1297.0,JFK,DEN,2024-11-27 09:00:00,2024-11-27 08:53:00,-7.0,35.0,2024-11-27 09:28:00,2024-11-27 11:46:00,11.0,2024-11-27 11:37:00,2024-11-27 11:57:00,20.0,277.0,304.0,258.0,1.0,11,27,3,166,85,6.1,0.0,14.8,0.6,0.3,18.4,40.63975,-73.77893,39.85841,-104.667
2024-11-23 00:00:00,AA,403.0,DFW,PIT,2024-11-23 19:01:00,2024-11-23 19:01:00,0.0,17.0,2024-11-23 19:18:00,2024-11-23 22:33:00,5.0,2024-11-23 22:38:00,2024-11-23 22:38:00,0.0,157.0,157.0,135.0,1.0,11,23,6,86,243,23.3,0.0,24.1,6.7,0.0,9.4,32.89595,-97.0372,40.49147,-80.23287
2024-08-12 00:00:00,OO,4824.0,DFW,GJT,2024-08-12 10:20:00,2024-08-12 10:13:00,-7.0,38.0,2024-08-12 10:51:00,2024-08-12 11:39:00,4.0,2024-08-12 12:02:00,2024-08-12 11:43:00,-19.0,162.0,150.0,108.0,1.0,8,12,1,86,124,27.2,0.0,20.5,18.9,0.0,11.2,32.89595,-97.0372,39.12241,-108.52673
2024-11-08 00:00:00,MQ,3569.0,BOS,ORD,2024-11-08 10:30:00,2024-11-08 10:25:00,-5.0,16.0,2024-11-08 10:41:00,2024-11-08 12:00:00,14.0,2024-11-08 12:29:00,2024-11-08 12:14:00,-15.0,179.0,169.0,139.0,1.0,11,8,5,39,228,7.2,0.0,14.8,6.7,0.0,9.4,42.36435,-71.00518,41.9796,-87.90446
2024-04-26 00:00:00,WN,1766.0,DAL,TPA,2024-04-26 16:00:00,2024-04-26 20:04:00,244.0,12.0,2024-04-26 20:16:00,2024-04-26 23:25:00,4.0,2024-04-26 19:25:00,2024-04-26 23:29:00,244.0,145.0,145.0,129.0,1.0,4,26,5,81,303,23.9,0.0,24.1,30.6,0.0,14.8,32.84711,-96.85177,27.97547,-82.53325
2024-11-04 00:00:00,AA,2118.0,PHX,MCO,2024-11-04 10:00:00,2024-11-04 10:05:00,5.0,29.0,2024-11-04 10:34:00,2024-11-04 16:09:00,6.0,2024-11-04 16:10:00,2024-11-04 16:15:00,5.0,250.0,250.0,215.0,1.0,11,4,1,239,193,12.8,0.0,13.0,27.2,0.3,29.5,33.43417,-112.00806,28.42889,-81.31603
2024-01-14 00:00:00,NK,1024.0,ORD,LAX,2024-01-14 16:19:00,2024-01-14 17:42:00,83.0,16.0,2024-01-14 17:58:00,2024-01-14 20:04:00,6.0,2024-01-14 18:55:00,2024-01-14 20:10:00,75.0,276.0,268.0,246.0,1.0,1,14,7,228,176,-22.8,0.0,24.1,15.0,0.0,13.0,41.9796,-87.90446,33.94254,-118.40807
2024-04-21 00:00:00,WN,4498.0,SLC,DEN,2024-04-21 14:20:00,2024-04-21 14:33:00,13.0,10.0,2024-04-21 14:43:00,2024-04-21 15:37:00,6.0,2024-04-21 15:45:00,2024-04-21 15:43:00,-2.0,85.0,70.0,54.0,1.0,4,21,7,286,85,14.4,0.0,18.4,3.3,0.0,11.2,40.78839,-111.97777,39.85841,-104.667
2024-02-28 00:00:00,WN,3504.0,MCO,CMH,2024-02-28 20:25:00,2024-02-28 20:23:00,-2.0,16.0,2024-02-28 20:39:00,2024-02-28 22:32:00,4.0,2024-02-28 22:40:00,2024-02-28 22:36:00,-4.0,135.0,133.0,113.0,1.0,2,28,3,193,67,28.3,0.0,14.8,-1.1,0.0,37.1,28.42889,-81.31603,39.99799,-82.89188
2024-10-19 00:00:00,UA,2258.0,DEN,ORD,2024-10-19 18:54:00,2024-10-19 19:34:00,40.0,18.0,2024-10-19 19:52:00,2024-10-19 22:43:00,7.0,2024-10-19 22:27:00,2024-10-19 22:50:00,23.0,153.0,136.0,111.0,1.0,10,19,6,85,228,15.6,0.0,14.8,20.0,0.0,9.4,39.85841,-104.667,41.9796,-87.90446
2024-06-09 00:00:00,WN,2888.0,MSP,MDW,2024-06-09 05:20:00,2024-06-09 05:19:00,-1.0,14.0,2024-06-09 05:33:00,2024-06-09 06:31:00,4.0,2024-06-09 06:50:00,2024-06-09 06:35:00,-15.0,90.0,76.0,58.0,1.0,6,9,7,216,195,16.7,0.0,9.4,13.3,0.0,11.2,44.88055,-93.21692,41.78598,-87.75242
2024-08-20 00:00:00,OO,5720.0,SFO,BOI,2024-08-20 16:32:00,2024-08-20 16:32:00,0.0,17.0,2024-08-20 16:49:00,2024-08-20 18:53:00,3.0,2024-08-20 19:15:00,2024-08-20 18:56:00,-19.0,103.0,84.0,64.0,1.0,8,20,2,278,38,18.9,0.0,9.4,30.6,0.0,18.4,37.619,-122.37484,43.56444,-116.22278
2024-06-22 00:00:00,MQ,3894.0,CVG,ORD,2024-06-22 08:27:00,2024-06-22 08:43:00,16.0,17.0,2024-06-22 09:00:00,2024-06-22 08:47:00,8.0,2024-06-22 08:55:00,2024-06-22 08:55:00,0.0,88.0,72.0,47.0,1.0,6,22,6,78,228,22.2,0.0,0.0,21.7,0.0,7.6,39.04614,-84.66217,41.9796,-87.90446
